protein_og	scaffold	start	end	strand	gene	product
PlaBraE3006958_OG0001765	CDSF01000112.1	69990	71049	-	PBRA_001841	CEP01235.1
PlaBraE3006959_OG3375135	CDSF01000112.1	71309	71625	+	PBRA_001842	CEP01236.1
PlaBraE3006960_OG0000140	CDSF01000112.1	71711	72072	-	PBRA_001843	CEP01237.1
PlaBraE3006961_OG0004440	CDSF01000112.1	72147	73862	-	PBRA_001844	CEP01238.1
PlaBraE3006962_OG3375136	CDSF01000112.1	74647	75618	-	PBRA_001845	CEP01239.1
PlaBraE3006963_OG1035496	CDSF01000112.1	76046	76474	+	PBRA_001846	CEP01240.1
PlaBraE3006964_OG0005421	CDSF01000112.1	76853	80422	-	PBRA_001847	CEP01241.1
PlaBraE3006965_OG0081109	CDSF01000112.1	81046	82280	+	PBRA_001848	CEP01242.1
PlaBraE3006966_OG0081109	CDSF01000112.1	82559	83865	+	PBRA_001849	CEP01243.1
PlaBraE3006967_OG0004559	CDSF01000112.1	84211	84627	+	PBRA_001850	CEP01244.1
PlaBraE3006968_OG0553956	CDSF01000112.1	85507	86645	-	PBRA_001851	CEP01245.1
PlaBraE3006969_OG1035497	CDSF01000112.1	87061	88453	+	PBRA_001852	CEP01246.1
PlaBraE3006970_OG3375137	CDSF01000112.1	93024	93451	+	PBRA_001853	CEP01247.1
PlaBraE3006971_OG0378384	CDSF01000112.1	94522	95793	+	PBRA_001854	CEP01248.1
PlaBraE3006972_OG0008099	CDSF01000112.1	95935	96420	+	PBRA_001855	CEP01249.1
PlaBraE3006973_OG3375138	CDSF01000112.1	96462	97325	-	PBRA_001856	CEP01250.1
PlaBraE3006974_OG0002223	CDSF01000112.1	97653	100134	-	PBRA_001857	CEP01251.1
PlaBraE3006975_OG0000490	CDSF01000112.1	100344	101577	-	PBRA_001858	CEP01252.1
PlaBraE3006976_OG3375139	CDSF01000112.1	101911	102576	+	PBRA_001860	CEP01253.1
PlaBraE3006977_OG0012600	CDSF01000112.1	102658	104964	-	PBRA_001859	CEP01254.1
PlaBraE3006978_OG0000490	CDSF01000112.1	105942	107207	+	PBRA_001861	CEP01255.1
PlaBraE3006979_OG0000003	CDSF01000112.1	108619	110175	+	PBRA_001862	CEP01256.1
PlaBraE3006980_OG0003043	CDSF01000112.1	110357	112386	+	PBRA_001863	CEP01257.1
PlaBraE3006981_OG0001948	CDSF01000112.1	113251	114143	-	PBRA_001864	CEP01258.1
PlaBraE3006982_OG0553957	CDSF01000112.1	116140	116636	+	PBRA_001865	CEP01259.1
PlaBraE3006983_OG0001308	CDSF01000112.1	116812	117972	-	PBRA_001866	CEP01260.1
PlaBraE3006984_OG0553843	CDSF01000112.1	119103	120368	-	PBRA_001867	CEP01261.1
PlaBraE3006985_OG3375140	CDSF01000112.1	119655	120050	+	PBRA_001868	CEP01262.1
PlaBraE3006986_OG0028620	CDSF01000112.1	123499	123831	+	PBRA_001869	CEP01263.1
PlaBraE3006987_OG0389561	CDSF01000112.1	124285	124703	+	PBRA_001870	CEP01264.1
PlaBraE3006988_OG0012104	CDSF01000112.1	126350	127680	+	PBRA_001871	CEP01265.1
PlaBraE3006989_OG0002753	CDSF01000112.1	127827	129403	-	PBRA_001872	CEP01266.1
PlaBraE3006990_OG0000002	CDSF01000112.1	131232	132597	-	PBRA_001873	CEP01267.1
PlaBraE3006991_OG0031742	CDSF01000112.1	134776	135180	+	PBRA_001875	CEP01268.1
PlaBraE3006992_OG0001277	CDSF01000112.1	135253	136497	-	PBRA_001874	CEP01269.1
PlaBraE3006993_OG0001889	CDSF01000112.1	138430	140771	+	PBRA_001876	CEP01270.1
PlaBraE3006994_OG0389583	CDSF01000112.1	140901	141825	+	PBRA_001877	CEP01271.1
PlaBraE3006995_OG0030685	CDSF01000112.1	141941	143233	+	PBRA_001878	CEP01272.1
PlaBraE3006996_OG1035498	CDSF01000112.1	143275	143694	-	PBRA_001879	CEP01273.1
PlaBraE3006997_OG3375141	CDSF01000112.1	144080	144884	+	PBRA_001880	CEP01274.1
PlaBraE3006998_OG0000095	CDSF01000112.1	145188	146702	+	PBRA_001881	CEP01275.1
PlaBraE3006999_OG0001310	CDSF01000112.1	146948	147861	+	PBRA_001882	CEP01276.1
PlaBraE3007000_OG0159812	CDSF01000112.1	147950	148642	-	PBRA_001883	CEP01277.1
PlaBraE3007001_OG0000015	CDSF01000112.1	149468	155026	+	PBRA_001884	CEP01278.1
PlaBraE3007002_OG0003532	CDSF01000112.1	155227	155899	+	PBRA_001885	CEP01279.1
PlaBraE3007003_OG0000042	CDSF01000112.1	155911	156694	-	PBRA_001886	CEP01280.1
PlaBraE3007004_OG0000043	CDSF01000112.1	157129	158798	+	PBRA_001887	CEP01281.1
PlaBraE3007005_OG0378384	CDSF01000112.1	159362	162750	+	PBRA_001888	CEP01282.1
PlaBraE3007006_OG3375142	CDSF01000112.1	162799	163248	-	PBRA_001889	CEP01283.1
PlaBraE3007007_OG0006059	CDSF01000112.1	163364	163787	-	PBRA_001890	CEP01284.1
PlaBraE3007008_OG0013227	CDSF01000112.1	164292	165853	+	PBRA_001891	CEP01285.1
PlaBraE3007009_OG0006356	CDSF01000112.1	166040	167594	-	PBRA_001892	CEP01286.1
PlaBraE3007010_OG0006356	CDSF01000112.1	168046	169869	-	PBRA_001893	CEP01287.1
PlaBraE3007011_OG0005030	CDSF01000112.1	170186	173175	+	PBRA_001894	CEP01288.1
PlaBraE3007012_OG0000490	CDSF01000112.1	173256	174574	-	PBRA_001895	CEP01289.1
PlaBraE3007013_OG0001043	CDSF01000112.1	175355	176227	-	PBRA_001896	CEP01290.1
PlaBraE3007014_OG1035499	CDSF01000112.1	176479	177283	-	PBRA_001897	CEP01291.1
PlaBraE3007015_OG0000490	CDSF01000112.1	180227	181064	+	PBRA_001898	CEP01292.1
PlaBraE3007016_OG0000490	CDSF01000112.1	184598	185203	+	PBRA_001899	CEP01293.1
PlaBraE3007017_OG1035500	CDSF01000112.1	186754	190745	+	PBRA_001900	CEP01294.1
PlaBraE3007018_OG0009890	CDSF01000112.1	192026	193444	-	PBRA_001901	CEP01295.1
PlaBraE3007019_OG0001886	CDSF01000112.1	197925	198566	-	PBRA_001902	CEP01296.1
PlaBraE3007020_OG0234513	CDSF01000112.1	199359	203473	-	PBRA_001903	CEP01297.1
PlaBraE3007021_OG0050141	CDSF01000112.1	203949	204725	-	PBRA_001904	CEP01298.1
PlaBraE3007022_OG0000318	CDSF01000112.1	205769	207158	+	PBRA_001905	CEP01299.1
PlaBraE3007023_OG0005214	CDSF01000112.1	207865	208390	-	PBRA_001906	CEP01300.1
PlaBraE3007024_OG0007948	CDSF01000112.1	208537	209058	-	PBRA_001907	CEP01301.1
PlaBraE3007025_OG3375143	CDSF01000112.1	209362	211006	+	PBRA_001908	CEP01302.1
PlaBraE3007026_OG0234502	CDSF01000112.1	211847	212509	+	PBRA_001909	CEP01303.1
PlaBraE3007027_OG3375144	CDSF01000112.1	214481	215056	-	PBRA_001910	CEP01304.1
PlaBraE3007028_OG1035203	CDSF01000112.1	215541	218306	+	PBRA_001911	CEP01305.1
PlaBraE3007029_OG0001459	CDSF01000112.1	222699	225115	+	PBRA_001912	CEP01306.1
PlaBraE3007030_OG3375145	CDSF01000112.1	225149	226379	-	PBRA_001913	CEP01307.1
PlaBraE3007031_OG0007044	CDSF01000112.1	228604	229509	-	PBRA_001914	CEP01308.1
PlaBraE3007032_OG0005421	CDSF01000112.1	229890	231410	+	PBRA_001915	CEP01309.1
PlaBraE3007033_OG0002488	CDSF01000112.1	235860	239254	+	PBRA_001916	CEP01310.1
PlaBraE3007034_OG0104022	CDSF01000112.1	239471	240571	+	PBRA_001917	CEP01311.1
PlaBraE3007035_OG0000025	CDSF01000112.1	244272	246471	-	PBRA_001918	CEP01312.1
PlaBraE3007036_OG0000025	CDSF01000112.1	246902	247648	-	PBRA_001919	CEP01313.1
PlaBraE3007037_OG0164424	CDSF01000112.1	248150	250354	+	PBRA_001920	CEP01314.1
PlaBraE3007038_OG0015888	CDSF01000112.1	251753	253065	+	PBRA_001921	CEP01315.1
PlaBraE3007039_OG0004164	CDSF01000112.1	254011	254395	-	PBRA_001922	CEP01316.1
PlaBraE3007040_OG0008533	CDSF01000112.1	255784	256989	+	PBRA_001923	CEP01317.1
PlaBraE3007041_OG0000012	CDSF01000112.1	256891	258203	+	PBRA_001924	CEP01318.1
PlaBraE3007042_OG0001370	CDSF01000112.1	258360	259299	+	PBRA_001925	CEP01319.1
PlaBraE3007043_OG0538906	CDSF01000112.1	259490	259846	-	PBRA_001926	CEP01320.1
PlaBraE3007044_OG3375146	CDSF01000112.1	260487	262835	-	PBRA_001927	CEP01321.1
PlaBraE3007045_OG0007133	CDSF01000112.1	263223	264599	-	PBRA_001928	CEP01322.1
PlaBraE3007046_OG0002970	CDSF01000112.1	264699	266614	-	PBRA_001929	CEP01323.1
PlaBraE3007047_OG0000143	CDSF01000112.1	267788	268453	+	PBRA_001930	CEP01324.1
PlaBraE3007048_OG0004063	CDSF01000112.1	269593	270488	-	PBRA_001931	CEP01325.1
PlaBraE3007049_OG0553943	CDSF01000112.1	271032	272103	+	PBRA_001932	CEP01326.1
PlaBraE3007050_OG0553837	CDSF01000112.1	272277	272851	+	PBRA_001933	CEP01327.1
PlaBraE3007051_OG3375147	CDSF01000112.1	273704	274075	-	PBRA_001934	CEP01328.1
PlaBraE3007052_OG0067595	CDSF01000112.1	274322	276511	-	PBRA_001935	CEP01329.1
PlaBraE3007053_OG0063598	CDSF01000112.1	277481	278416	+	PBRA_001936	CEP01330.1
PlaBraE3007054_OG0003233	CDSF01000112.1	282374	283250	+	PBRA_001937	CEP01331.1
PlaBraE3007055_OG0000020	CDSF01000112.1	283367	287727	+	PBRA_001938	CEP01332.1
PlaBraE3007056_OG0000453	CDSF01000112.1	287755	290867	-	PBRA_001939	CEP01333.1
PlaBraE3007057_OG3375148	CDSF01000112.1	291036	291403	+	PBRA_001940	CEP01334.1
PlaBraE3007058_OG0000349	CDSF01000112.1	291813	293460	-	PBRA_001941	CEP01335.1
PlaBraE3007059_OG0234504	CDSF01000112.1	293729	294652	+	PBRA_001942	CEP01336.1
PlaBraE3007060_OG0000107	CDSF01000112.1	294792	296387	+	PBRA_001943	CEP01337.1
PlaBraE3007061_OG0553921	CDSF01000112.1	296481	296903	-	PBRA_001944	CEP01338.1
PlaBraE3007062_OG1035501	CDSF01000112.1	297136	298104	+	PBRA_001945	CEP01339.1
PlaBraE3007063_OG0137465	CDSF01000112.1	298460	299291	-	PBRA_001946	CEP01340.1
PlaBraE3007064_OG0137465	CDSF01000112.1	299396	300185	-	PBRA_001947	CEP01341.1
PlaBraE3007065_OG0137465	CDSF01000112.1	302412	303390	-	PBRA_001948	CEP01342.1
PlaBraE3007066_OG0000041	CDSF01000112.1	304297	305978	+	PBRA_001949	CEP01343.1
PlaBraE3007067_OG0528831	CDSF01000112.1	306004	307029	-	PBRA_001950	CEP01344.1
PlaBraE3007068_OG0000110	CDSF01000112.1	307183	309496	-	PBRA_001952	CEP01345.1
PlaBraE3007069_OG0002487	CDSF01000112.1	310089	312070	+	PBRA_001951	CEP01346.1
PlaBraE3007070_OG0190050	CDSF01000112.1	312341	313909	+	PBRA_001953	CEP01347.1
PlaBraE3007071_OG0000022	CDSF01000112.1	314026	315323	-	PBRA_001954	CEP01348.1
PlaBraE3007072_OG1035415	CDSF01000112.1	316341	317280	-	PBRA_001956	CEP01349.1
PlaBraE3007073_OG3375149	CDSF01000112.1	316564	317154	+	PBRA_001955	CEP01350.1
PlaBraE3007074_OG0009489	CDSF01000112.1	317901	318985	+	PBRA_001957	CEP01351.1
PlaBraE3007075_OG3375150	CDSF01000112.1	319418	319831	-	PBRA_001958	CEP01352.1
PlaBraE3007076_OG0000381	CDSF01000112.1	320368	321271	+	PBRA_001960	CEP01353.1
PlaBraE3007077_OG0001115	CDSF01000112.1	321515	323685	-	PBRA_001959	CEP01354.1
PlaBraE3007078_OG0014372	CDSF01000112.1	323954	324508	+	PBRA_001961	CEP01355.1
PlaBraE3007079_OG0000389	CDSF01000112.1	324704	325783	+	PBRA_001962	CEP01356.1
PlaBraE3007080_OG0002057	CDSF01000112.1	327230	328023	+	PBRA_001963	CEP01357.1
PlaBraE3007081_OG0000122	CDSF01000112.1	328204	331539	-	PBRA_001964	CEP01358.1
PlaBraE3007082_OG0000934	CDSF01000112.1	331875	332485	-	PBRA_001965	CEP01359.1
PlaBraE3007083_OG0003091	CDSF01000112.1	333140	333556	-	PBRA_001966	CEP01360.1
PlaBraE3007084_OG3375151	CDSF01000112.1	333914	334157	-	PBRA_001967	CEP01361.1
PlaBraE3007085_OG3375152	CDSF01000112.1	334785	335251	-	PBRA_001968	CEP01362.1
PlaBraE3007086_OG0000668	CDSF01000112.1	335531	338684	-	PBRA_001969	CEP01363.1
PlaBraE3007087_OG3375153	CDSF01000112.1	339440	340005	+	PBRA_001970	CEP01364.1
PlaBraE3007088_OG0000439	CDSF01000112.1	340377	341651	+	PBRA_001971	CEP01365.1
PlaBraE3007089_OG0553953	CDSF01000112.1	342971	343431	+	PBRA_001972	CEP01366.1
PlaBraE3007090_OG0001246	CDSF01000112.1	344814	347133	+	PBRA_001973	CEP01367.1
PlaBraE3007091_OG0000262	CDSF01000112.1	351973	356567	-	PBRA_001974	CEP01368.1
PlaBraE3007092_OG0000095	CDSF01000112.1	357089	359204	+	PBRA_001975	CEP01369.1
PlaBraE3007093_OG3375154	CDSF01000112.1	359623	359910	-	PBRA_001976	CEP01370.1
PlaBraE3007094_OG0004374	CDSF01000112.1	361153	363598	+	PBRA_001977	CEP01371.1
PlaBraE3007095_OG3375155	CDSF01000112.1	364122	364685	-	PBRA_001978	CEP01372.1
PlaBraE3007096_OG0000269	CDSF01000112.1	365081	367633	+	PBRA_001979	CEP01373.1
PlaBraE3007097_OG0000269	CDSF01000112.1	368026	370493	+	PBRA_001980	CEP01374.1
PlaBraE3007098_OG0000262	CDSF01000112.1	370784	374163	+	PBRA_001981	CEP01375.1
PlaBraE3007099_OG0008371	CDSF01000112.1	376341	377203	+	PBRA_001982	CEP01376.1
PlaBraE3007100_OG0000000	CDSF01000112.1	377345	378713	+	PBRA_001983	CEP01377.1
PlaBraE3007101_OG0010125	CDSF01000112.1	378951	379863	+	PBRA_001984	CEP01378.1
PlaBraE3007102_OG0003002	CDSF01000112.1	379933	380957	-	PBRA_001985	CEP01379.1
PlaBraE3007103_OG0096381	CDSF01000112.1	381150	381489	-	PBRA_001986	CEP01380.1
PlaBraE3007104_OG0000114	CDSF01000112.1	382549	383235	-	PBRA_001987	CEP01381.1
PlaBraE3007105_OG0006312	CDSF01000112.1	384836	386770	-	PBRA_001988	CEP01382.1
PlaBraE3007106_OG0015888	CDSF01000112.1	392055	393829	+	PBRA_001989	CEP01383.1
PlaBraE3007107_OG0005029	CDSF01000112.1	394106	396040	-	PBRA_001990	CEP01384.1
PlaBraE3007108_OG0000415	CDSF01000112.1	396297	397461	+	PBRA_001991	CEP01385.1
PlaBraE3007109_OG0002165	CDSF01000112.1	398248	400038	-	PBRA_001992	CEP01386.1
PlaBraE3007110_OG0139292	CDSF01000112.1	400235	403758	-	PBRA_001993	CEP01387.1
PlaBraE3007111_OG0001054	CDSF01000112.1	404655	405125	+	PBRA_001994	CEP01388.1
PlaBraE3007112_OG0034796	CDSF01000112.1	405315	407256	+	PBRA_001995	CEP01389.1
PlaBraE3007113_OG0138804	CDSF01000112.1	407427	408938	+	PBRA_001996	CEP01390.1
PlaBraE3007114_OG0000095	CDSF01000112.1	409258	410772	-	PBRA_001997	CEP01391.1
PlaBraE3007115_OG3375156	CDSF01000112.1	412015	412753	+	PBRA_001998	CEP01392.1
PlaBraE3007116_OG3375157	CDSF01000112.1	412300	413246	+	PBRA_001999	CEP01393.1
PlaBraE3007117_OG3375158	CDSF01000112.1	413645	413995	-	PBRA_002000	CEP01394.1
PlaBraE3007118_OG0000307	CDSF01000112.1	414539	416401	+	PBRA_002001	CEP01395.1
PlaBraE3007119_OG0005933	CDSF01000112.1	418657	419474	-	PBRA_002002	CEP01396.1
PlaBraE3007120_OG1035502	CDSF01000112.1	419983	421110	+	PBRA_002003	CEP01397.1
PlaBraE3007121_OG3375159	CDSF01000112.1	424179	424571	-	PBRA_002004	CEP01398.1
PlaBraE3007122_OG3375160	CDSF01000112.1	425392	425694	+	PBRA_002005	CEP01399.1
PlaBraE3007123_OG0000000	CDSF01000112.1	425793	427018	-	PBRA_002006	CEP01400.1
PlaBraE3007124_OG0001048	CDSF01000112.1	428861	430000	-	PBRA_002007	CEP01401.1
PlaBraE3007125_OG3375161	CDSF01000112.1	430176	431315	-	PBRA_002008	CEP01402.1
PlaBraE3007126_OG0000923	CDSF01000112.1	432265	433347	+	PBRA_002009	CEP01403.1
PlaBraE3007127_OG3375162	CDSF01000112.1	433463	434119	+	PBRA_002010	CEP01404.1
PlaBraE3007128_OG0007380	CDSF01000112.1	434603	435449	+	PBRA_002011	CEP01405.1
PlaBraE3007129_OG3375163	CDSF01000112.1	443755	444928	-	PBRA_002012	CEP01406.1
PlaBraE3007130_OG0002144	CDSF01000112.1	445534	446361	-	PBRA_002013	CEP01407.1
PlaBraE3007131_OG1035503	CDSF01000112.1	446491	447716	-	PBRA_002014	CEP01408.1
PlaBraE3007132_OG0083156	CDSF01000112.1	448430	451489	-	PBRA_002015	CEP01409.1
PlaBraE3007133_OG1035504	CDSF01000112.1	453116	454703	-	PBRA_002016	CEP01410.1
PlaBraE3007134_OG0015888	CDSF01000112.1	457600	458757	-	PBRA_002017	CEP01411.1
PlaBraE3007135_OG0005421	CDSF01000112.1	459632	462391	+	PBRA_002018	CEP01412.1
PlaBraE3007136_OG0257100	CDSF01000112.1	462577	464420	+	PBRA_002019	CEP01413.1
PlaBraE3007137_OG0000028	CDSF01000112.1	465057	467601	-	PBRA_002020	CEP01414.1
PlaBraE3007138_OG3375164	CDSF01000112.1	468829	469434	+	PBRA_002021	CEP01415.1
PlaBraE3007139_OG1035505	CDSF01000112.1	469717	471516	-	PBRA_002022	CEP01416.1
PlaBraE3007140_OG0081109	CDSF01000112.1	471781	472874	-	PBRA_002023	CEP01417.1
PlaBraE3007141_OG0081109	CDSF01000112.1	473325	474631	-	PBRA_002024	CEP01418.1
PlaBraE3007142_OG0081109	CDSF01000112.1	475006	476085	-	PBRA_002025	CEP01419.1
PlaBraE3007143_OG0000595	CDSF01000112.1	476395	480134	+	PBRA_002026	CEP01420.1
PlaBraE3007144_OG0000130	CDSF01000112.1	480364	482967	-	PBRA_002027	CEP01421.1
PlaBraE3007145_OG0010604	CDSF01000112.1	483392	484501	+	PBRA_002028	CEP01422.1
PlaBraE3007146_OG0000030	CDSF01000112.1	484587	485860	-	PBRA_002029	CEP01423.1
PlaBraE3007147_OG0004665	CDSF01000112.1	486098	486937	+	PBRA_002030	CEP01424.1
PlaBraE3007148_OG0000034	CDSF01000112.1	486969	489677	-	PBRA_002031	CEP01425.1
PlaBraE3007149_OG0553958	CDSF01000112.1	492775	493887	-	PBRA_002032	CEP01426.1
PlaBraE3007150_OG0004086	CDSF01000112.1	494182	494863	+	PBRA_002033	CEP01427.1
PlaBraE3007151_OG0389560	CDSF01000112.1	496281	497405	-	PBRA_002034	CEP01428.1
PlaBraE3007152_OG0000061	CDSF01000112.1	497854	498971	+	PBRA_002035	CEP01429.1
PlaBraE3007153_OG0014372	CDSF01000112.1	499035	499643	-	PBRA_002036	CEP01430.1
PlaBraE3007154_OG0037386	CDSF01000112.1	499797	500768	-	PBRA_002037	CEP01431.1
PlaBraE3007155_OG0553834	CDSF01000112.1	504133	505029	-	PBRA_002038	CEP01432.1
PlaBraE3007156_OG0005766	CDSF01000112.1	505222	506416	+	PBRA_002039	CEP01433.1
PlaBraE3007157_OG0030785	CDSF01000112.1	508615	509742	+	PBRA_002040	CEP01434.1
PlaBraE3007158_OG0000260	CDSF01000112.1	510305	510604	+	PBRA_002042	CEP01435.1
PlaBraE3007159_OG0000260	CDSF01000112.1	510769	511260	-	PBRA_002041	CEP01436.1
PlaBraE3007160_OG3375165	CDSF01000112.1	515724	516359	-	PBRA_002044	CEP01437.1
PlaBraE3007161_OG0000490	CDSF01000112.1	516705	518301	-	PBRA_002043	CEP01438.1
PlaBraE3007162_OG0006151	CDSF01000112.1	518726	522743	+	PBRA_002045	CEP01439.1
PlaBraE3007163_OG0389553	CDSF01000112.1	522882	524723	-	PBRA_002046	CEP01440.1
PlaBraE3007164_OG0000004	CDSF01000112.1	527479	542922	+	PBRA_002047	CEP01441.1
PlaBraE3007165_OG0050561	CDSF01000112.1	543197	543780	-	PBRA_002049	CEP01442.1
PlaBraE3007166_OG0553959	CDSF01000112.1	543896	544878	-	PBRA_002048	CEP01443.1
PlaBraE3007167_OG3375166	CDSF01000112.1	545430	547053	+	PBRA_002050	CEP01444.1
PlaBraE3007168_OG3375167	CDSF01000112.1	546360	546939	-	PBRA_002051	CEP01445.1
PlaBraE3007169_OG0030935	CDSF01000112.1	547185	547775	+	PBRA_002052	CEP01446.1
PlaBraE3007170_OG0000096	CDSF01000112.1	548551	550370	+	PBRA_002053	CEP01447.1
PlaBraE3007171_OG0002787	CDSF01000112.1	551145	551955	-	PBRA_002054	CEP01448.1
PlaBraE3007172_OG0000688	CDSF01000112.1	552379	553673	+	PBRA_002055	CEP01449.1
PlaBraE3007173_OG0008456	CDSF01000112.1	554302	554821	+	PBRA_002056	CEP01450.1
PlaBraE3007174_OG0005105	CDSF01000112.1	554908	555555	-	PBRA_002057	CEP01451.1
PlaBraE3007175_OG0000747	CDSF01000112.1	555995	556909	-	PBRA_002058	CEP01452.1
PlaBraE3007176_OG0003615	CDSF01000112.1	557570	558815	+	PBRA_002059	CEP01453.1
PlaBraE3007177_OG0004671	CDSF01000112.1	558919	559628	+	PBRA_002060	CEP01454.1
PlaBraE3007178_OG3375168	CDSF01000112.1	559673	560083	-	PBRA_002061	CEP01455.1
PlaBraE3007179_OG0005947	CDSF01000112.1	560213	560457	-	PBRA_002062	CEP01456.1
PlaBraE3007180_OG3375169	CDSF01000112.1	560679	561954	+	PBRA_002063	CEP01457.1
PlaBraE3007181_OG0005845	CDSF01000112.1	562789	563928	+	PBRA_002064	CEP01458.1
PlaBraE3007182_OG0003755	CDSF01000112.1	564274	565077	+	PBRA_002065	CEP01459.1
PlaBraE3007183_OG0000513	CDSF01000112.1	565175	567184	-	PBRA_002066	CEP01460.1
PlaBraE3007184_OG0220162	CDSF01000112.1	567693	568732	-	PBRA_002067	CEP01461.1
PlaBraE3007185_OG0011943	CDSF01000112.1	568992	571217	-	PBRA_002068	CEP01462.1
PlaBraE3007186_OG0004789	CDSF01000112.1	571621	572411	+	PBRA_002069	CEP01463.1
PlaBraE3007187_OG0000079	CDSF01000112.1	572618	573754	-	PBRA_002070	CEP01464.1
PlaBraE3007188_OG0006005	CDSF01000112.1	575008	575696	+	PBRA_002071	CEP01465.1
PlaBraE3007189_OG0000679	CDSF01000112.1	576303	578318	+	PBRA_002072	CEP01466.1
PlaBraE3007190_OG0005250	CDSF01000112.1	578355	579068	-	PBRA_002073	CEP01467.1
PlaBraE3007191_OG0005250	CDSF01000112.1	579391	581293	-	PBRA_002074	CEP01468.1
PlaBraE3007192_OG0000062	CDSF01000112.1	581415	582275	-	PBRA_002075	CEP01469.1
PlaBraE3007193_OG0002635	CDSF01000112.1	582584	583504	-	PBRA_002077	CEP01470.1
PlaBraE3007194_OG0020592	CDSF01000112.1	583720	585014	+	PBRA_002076	CEP01471.1
PlaBraE3007195_OG3375170	CDSF01000112.1	586059	586834	-	PBRA_002078	CEP01472.1
PlaBraE3007196_OG0000035	CDSF01000112.1	587951	590821	+	PBRA_002079	CEP01473.1
PlaBraE3007197_OG0061307	CDSF01000112.1	592418	594476	-	PBRA_002080	CEP01474.1
PlaBraE3007198_OG0007472	CDSF01000112.1	595068	596123	-	PBRA_002082	CEP01475.1
PlaBraE3007199_OG0001048	CDSF01000112.1	596853	598057	+	PBRA_002081	CEP01476.1
PlaBraE3007200_OG0011943	CDSF01000112.1	598251	600567	-	PBRA_002083	CEP01477.1
PlaBraE3007201_OG0350759	CDSF01000112.1	601053	603427	-	PBRA_002084	CEP01478.1
PlaBraE3007202_OG3375171	CDSF01000112.1	603663	604185	-	PBRA_002085	CEP01479.1
PlaBraE3007203_OG0000607	CDSF01000112.1	606010	607199	-	PBRA_002086	CEP01480.1
PlaBraE3007204_OG0002603	CDSF01000112.1	607333	609916	-	PBRA_002087	CEP01481.1
PlaBraE3007205_OG0001585	CDSF01000112.1	610149	610605	-	PBRA_002088	CEP01482.1
PlaBraE3007206_OG0001251	CDSF01000112.1	611124	612409	+	PBRA_002089	CEP01483.1
PlaBraE3007207_OG0001367	CDSF01000112.1	612630	613862	-	PBRA_002090	CEP01484.1
PlaBraE3007208_OG1035506	CDSF01000112.1	616750	618081	+	PBRA_002091	CEP01485.1
PlaBraE3007209_OG0001597	CDSF01000112.1	618241	619134	+	PBRA_002092	CEP01486.1
PlaBraE3007210_OG0013734	CDSF01000112.1	619318	619945	+	PBRA_002093	CEP01487.1
PlaBraE3007211_OG0001478	CDSF01000112.1	619986	621617	-	PBRA_002094	CEP01488.1
PlaBraE3007212_OG0007829	CDSF01000112.1	622298	623464	+	PBRA_002095	CEP01489.1
PlaBraE3007213_OG0004126	CDSF01000112.1	623716	625658	+	PBRA_002096	CEP01490.1
PlaBraE3007214_OG0002379	CDSF01000112.1	625854	626792	-	PBRA_002097	CEP01491.1
PlaBraE3007215_OG0006423	CDSF01000112.1	626958	630051	+	PBRA_002098	CEP01492.1
PlaBraE3007216_OG1035507	CDSF01000112.1	630384	630887	-	PBRA_002099	CEP01493.1
PlaBraE3007217_OG0004203	CDSF01000112.1	631049	631346	+	PBRA_002101	CEP01494.1
PlaBraE3007218_OG0000513	CDSF01000112.1	631381	633027	-	PBRA_002102	CEP01495.1
PlaBraE3007219_OG1035508	CDSF01000112.1	633343	634255	+	PBRA_002100	CEP01496.1
PlaBraE3007220_OG1035508	CDSF01000112.1	634524	635419	+	PBRA_002103	CEP01497.1
PlaBraE3007221_OG0002648	CDSF01000112.1	636078	637435	+	PBRA_002104	CEP01498.1
PlaBraE3007222_OG0008324	CDSF01000112.1	637461	637856	+	PBRA_002105	CEP01499.1
PlaBraE3007223_OG0002921	CDSF01000112.1	637990	639100	+	PBRA_002106	CEP01500.1
PlaBraE3007224_OG0000294	CDSF01000112.1	639748	640954	-	PBRA_002107	CEP01501.1
PlaBraE3007225_OG0001105	CDSF01000112.1	642371	644417	-	PBRA_002108	CEP01502.1
PlaBraE3007226_OG0389575	CDSF01000112.1	644612	646060	-	PBRA_002109	CEP01503.1
PlaBraE3007227_OG0076370	CDSF01000112.1	646886	657728	-	PBRA_002110	CEP01504.1
PlaBraE3007228_OG0076370	CDSF01000112.1	657552	659763	-	PBRA_002111	CEP01505.1
PlaBraE3007229_OG0004817	CDSF01000112.1	660540	661077	-	PBRA_002112	CEP01506.1
PlaBraE3007230_OG0001854	CDSF01000112.1	661332	664272	+	PBRA_002113	CEP01507.1
PlaBraE3007231_OG0140915	CDSF01000112.1	664322	665046	-	PBRA_002114	CEP01508.1
PlaBraE3007232_OG0004076	CDSF01000112.1	665253	666747	-	PBRA_002115	CEP01509.1
PlaBraE3007233_OG0014439	CDSF01000112.1	666974	667597	-	PBRA_002116	CEP01510.1
PlaBraE3007234_OG0014439	CDSF01000112.1	668335	668958	+	PBRA_002117	CEP01511.1
PlaBraE3007235_OG3375172	CDSF01000112.1	668901	669305	-	PBRA_002118	CEP01512.1
PlaBraE3007236_OG0001854	CDSF01000112.1	669653	671922	-	PBRA_002119	CEP01513.1
